"","X1_1","Question","Answer","Speaker"
"3443",1013,"السؤالما مدى ضرورة إتقان اللغة العربية بعلومها المختلفة في بلوغ الاجتهاد؟ وهل يؤخذ مقياساً لاجتهاد المجتهد؟","بسمه سبحانه اعلم يا بني ينبغي أن يكون الفقيه المجتهد مجتهداً في كل ما يتوقف عليه من العلوم استنباط الحكم الشرعي في الأدبيات والمعقولات والكلام. وإذا كان هو غير مجتهد في شيء من هذه العلوم فهو في الحقيقة غير مجتهد. ولعله جاهل مركب لأن النتيجة تتبع أخس المقدمات فمثلاً
يكون لديه الدليل على أنه ينبغي أن يكون الفاعل مرفوعاً والمفعول منصوباً وكذلك في القواعد الصرفية والبلاغية بالمعنى العام. والبديع والبيان والمعاني نعم لا يشترط أن تكون القواعد كلها محفوظة ومستحضرة لديه كالقواعد الفقهية والأصولية، وإن كان يظهر من بعض الفقهاء اشتراط ذلك أيضاً كما في بعض مؤلفات العلامة (رض). لذلك يصح أن يقال كما قلنا في مؤلف وقفة مع مقلدي الموتى ومرقاة الأصول إن الاجتهاد المطلق تحفة نادرة جداً جداً جداً. والله الموفق وهو المعين وهو المستعان
","النجيفي"
"3444",1018,"السؤالإني طالب في المرحلة الجامعية المنتهية طُلب مني ان أكتب بحثا حول الحامض النووي (DNA) الذي تستعمل تحليلاته المختبرية الآن لمعرفة الهوية الشخصية للأفراد على اعتبار ان هذا الحامض لا يتشابه بين فرد وآخر، ما هو رأي سماحتكم في استعمال تحليل هذا الحامض النووي (DNA) لإثبات النسب؟","بسمه سبحانه إن هذا العمل ليس دليلا شرعيا نعم ان حصل العلم بالنسب به او بغيره وجب اتباع العلم لمن حصل له والله العالم.","النجيفي"
"3445",1019,"السؤالهل يجوز استخدام DNA لتحديد النسب؟","بسمه سبحانه ليس دليلا شرعيا الا اذا افادت علماً والله العالم.","النجيفي"
"3446",1020,"السؤالهل النسب واجب معرفته والبحث عن اصول النسب انا من عشيرة  ويقولون بعض النسابة الذين أتوا إلى عمي الشيخ وقالوا له  ان عشيرتنا من السادة العلوية ولكن عمي رفض هذا الكلام  ؟","بسمه سبحانه الله سبحانه أكرم نسب بني هاشم عموما ونسب اولاد الرسول من الزهراء عليها السلام خصوصاً وميّزهم بما شاءت رحمته فإن كنت تحتمل أن تتصل سلسلة نسبك إلى أحد هذين الأصلين فعليك البحث حتى تعرف حقيقة نسبك وظروفنا ومشاغلنا لا تسمح لنا الخوض في ما سألتنا والله الموفق وهو الهادي إلى الصواب.","النجيفي"
"3447",1021,"السؤالأرجو التفضل بالموافقة على تزويدنا بنسخة بيان انتساب الخاصة بضريح السيد أحمد بن إدريس بن الإمام موسى ابن جعفر في محافظة الديوانية (ناحية سومر) منطقة السعيد لوجود لجنة خيرية لإعادة بناء وترميم الحرم الطاهر حالياً مساهمة ورعاية لهذه العتبة المقدسة.","بسمه سبحانه يرجع في ذلك إلى أخصائي في الأنساب تعوقني كثرة المشاغل عن البت في الموضوع والله الهادي.","النجيفي"
"3448",1022,"السؤالما رأيكم بالتفاضل الموجود في المجتمع بين السادة والعامة او الاحترام والتقدير المؤكد على السادة وما قول سماحتكم في الروايات المستخدمة للاستدلال على هذه الظاهرة ؟","بسمه سبحانه  النسب الطيب المنتهي الى الرسول الاعظم (ص) من طريق الزهراء او الى علي بن ابي طالب (ع) محترم وقد امرنا باحترامه وتقديره ولا ينبغي الريب في ذلك وهذا المعنى ثابت بالأدلة المعتبرة , والله العالم .","النجيفي"
"3449",1023,"السؤالهل من يرجع نسبه الى ابو لهب يعتبر سيد ومن أي نسل بالضبط يقر به السيدية ؟","بسمه سبحانه  هناك احكام خاصة لمن ينتسب الى هاشم مثل حرمة الصدقة الواجبة على السيد وهناك احكام خاصة لمن ينتسب للرسول (ص) وهم خصوص اولاد علي من فاطمة (ع) ولهؤلاء اهمية خاصة من غير بني هاشم فالسيادة بالمعنى الاول تعم ابا لهب واولاده وبني العباس واولاد امير المؤمنين من غير الزهراء واما الكرامة لأولاد النبي فيكون للقسم الثاني فقط , والله العالم .","النجيفي"
"3450",1024,"السؤالاذا كان هناك شقيقان يدعى احدهما وهو الاصغر النسب الهاشمي بينما لم يسمع من الاخ الاكبر انه ادعى ذلك حتى توفى الاثنان علماً ان الاخ الاصغرلم يعِ على اباه فقد توفي الاب وهو صغير , وعندما كان الاخ الاصغر يسال كيف تقول انني (سيد) واخوك الاكبر وابن عمك لم يسمع منهما هذا الادعاء حتى ماتا فيجيب  ان امي اخبرتني بذلك وقالت ان اخاك وابن مك قد اتفقا على تضيع النسب علماً ان والدهما يملك عقاراً في بلد اخر غير محل سكني الاخوين وقد اشتهر بين الناس ان هذا العقار تعود ملكيته لسيد هاشمي , اما نفس محل سكنى الاب فكان متغيراً لكثرة تنقله وقدم وفاته التي تقارب 80 سنة فما هو التكليف الشرعي لابناء واحفاد كل من الاخوين في جواز الادعاء للنسب الهاشمي او عدم الادعاء .","بسمه سبحانه  كل واحد منهما يعمل حسبما يطمئن بينه وبين الله سبحانه , والله العالم .","النجيفي"
"3451",1028,"السؤالنصيحة جديدة وترغيب؟","بسمه سبحانه عليك مواصلة الاتصال معنا والالتزام بتقوى الله واستفد مما ينشر في موقعنا على الانترنيت والله الهادي.","النجيفي"
"3452",1029,"السؤالسؤالي ليس فقهياً ولا يتعلق بمسألة شرعية وإنما يتعلق بي كشخص يملك روحاً ويملك مواطن قوة ومواطن ضعف.
فأنا أعيش ولله الحمد مع والدي ووالدتي واخي.
ولله الحمد الحال مستور وأنا في 25 من العمر وأعمل بمصنع في نفس الدولة حيث اني أعيش بالبحرين، وفي الآونة الاخيرة أحسست ان ضيقاً يصيبني على فترات وأحس روحي ضعيفة وانه يصعد بي إلى السماء ولا يكون لي بال إلى أي شيء وما احب حتى نسمات الريح تداعب وجهي واحس بتعب كبير في قلبي وأكون ضعيفا امام نفسي الامارة بالسوء ولا أعرف ما هو السبيل للتخلص من هذا الامر.
أحيانا احب ان اكون في مواجهة مع طبيب نفساني ولكن انا لا اعاني من مرض نفسي ولكن احب ان اتواجه واعرف ما بنفسي وداخلي لكي أتمكن من التصدي له ولكن لا أعرف كيف ولا أعرف ما هو الحل إلى هذا الامر الذي ينتابني في كثير من الاحيان وبالاخص ان كنت وحيدا مع نفسي وأتمنى من سماحتكم حل ما بنفسي؟
","بسمه سبحانه ينبغي لك الالتزام ببعض الرياضات البدنية المباحة التي تليق بصحة عمرك ومقتضى الصحة كما أنصحك بالالتزام ببعض المستحبات مثل صلاة الليل وقراءة مائة آية من القرآن قبل النوم كل ليلة والله الشافي.","النجيفي"
"3453",1034,"السؤالأود ارشادي إلى طريق ينجينا من فتن هذا الزمان؟","بسمه سبحانه التزم يا بني بتقوى الله في السر والعلانية واحفظ لسانك عن كل ما لا يعنيك واحفظ كرامة المؤمنين ولا تدخل فيما لا تعلم حليته وابتعد من الفتن التي تثار هنا وهناك، أرجو الله أن يمن عليك بالالتزام بما نصحتك والسلام.","النجيفي"
"3454",1035,"السؤاللقد أرسل لي أحد الأصدقاء رسالة القاطنين في جمهورية ايران الاسلامية انه يمكن ايجاد فرصة عمل لي مع الدراسة في جمهورية اذربيجان واخبرني ان اغلب اهلها من الشيعة الاثني عشرية وقد وجدتها فرصة لإكمال دراستي هناك مع فرصة عمل وللوضع الذي نمر فيه في العراق الجريح.
وسؤالي هو هل هناك مكتب او أي شخص يمكننا الاتصال به هناك تابع لمكتبكم واين يمكنني الاتصال به لو يسر الله لي السفر حتى نستعلم منه لو احتجنا إلى أي شيء يخص امور الدين والمذهب خاصة وان اذربيجان كانت فيما مضى تحت وصاية الحزب الشيوعي الذي اذاق الناس هناك الامرين وخاصة المسلمين منهم؟  
","بسمه سبحانه في الوقت الحاضر لا يوجد لنا مكتب هناك والله الموفق.","النجيفي"
"3455",1036,"السؤالنتوقع من المراجع والوكلاء والمعممين ان يكونوا خدمة لتبليغ رسالة الرسول والائمة للناس فكيف نلاحظ العكس تماماً فهناك حاجز كبير بينهم وبين العامة لا يتخطى هذا الحاجز الا المقرب او ذو حظ كالشهادة او الجاه  او المال فانا في ام عيبني اشاهد سطوت الوكلاء بل حتى المعممين البسطاء بالعلم لهم مكان خاص في الحسينيات وغيرها وغالباً لا يجلس بجانبهم الا مميز بجاه او مال او احد من اصنافهم والانسان العادي لا يتجاوز هذا الخط واذا تجاوزه لا يمكث طويلاً فيه واين علي ابن ابي طالب الذي اقال عامله بالبصرة لانه ذهب الى دعوت غذاء فأخره , فانا اتحدى أي مرجع يعملها مع ان هذا هو الذي يمتاز به وكلائهم في يومنا الحاضر , والسلام عليكم ورحمة الله .","بسمه سبحانه  لست ادري ما تقصد بهذه الكلمات فهل جئتني يوماً في مكتبي في وقت جلوسي لاستقبال الناس ومنعك احد للاقتراب مني , كن واقعياً يا بني ثم اني لا اقول بعصمة الوكلاء للمراجع – حفظهم الله – يمكن ان يصدر من كل احد غير معصوم هفوة غير متعمداو متعمدة – العياذ بالله – وهذا لا يسوغ لك الحكم على الجميع في جميع الاحوال ثم كأنك لا تعلم الظروف التي تحيط بنا بجميع المراجع ووكلائهم من جهة الانفلات الامني مما جعل المراجع ان يتخذوا اجراءات معينة من التفتيش والمراقبة والحراسة المسلحة على ابوابهم ثم لِمَ لا تستفيد من الطرق المتاحة للاستفتاء كما استعنت بسؤالك للوصول الى","النجيفي"
"3456",1037,"السؤالاذا اردنا ان نعرف ارائكم الفقهية العقائدية الى من نرجع من الاحساء , وبعبارة اخرى من هو وكيلكم المعتمد في الاحساء وموطن ثقتكم خصوصاً في نقله للامور العقائدية ؟","بسمه سبحانه لنا وكلاء في المنطقة منهم فضيلة حجتة الاسلام والمسلمين العزيز الشيخ (علي الدهنين ) دام عزه وتوفيقه فاستعينوا به موفقين .","النجيفي"
"3457",1038,"السؤالإذا توفي المجتهد فما حكم وكيله؟","بسمه سبحانه تنتهي كل الوكالات والأذون في حال موت المرجع. والله العالم","النجيفي"
"3458",1039,"السؤالما حكم الشخص الذي ينقل كلام او فتوى عن فقيه ولم يقل بها ذلك الفقيه رغم ان نقله للكلام يسبب اضلال عدد كبير من الناس بسبب ثقتهم به ؟","بسمه سبحانه انه كذب وافتراء وروي من كان سبباً لضلال احد لن يقبل الله شيئاً من اعماله ما لم يهد من أضل, والله العالم.","النجيفي"
"3459",1040,"السؤالهل يستطيع وكيل الحاكم الشرعي ان يؤدي وظيفة الحاكم نفسه ام لا؟","بسمه سبحانه الوكيل يجب ان يتقيد بنصوص الوكالة فلا يتعداها , والله العالم .","النجيفي"
"3460",1041,"السؤالهل اجاز سماحة شيخنا الجليل احداً من تلامذته او من غيرهم بالاجتهاد ومن هم؟","بسمه سبحانه  من اجزناه او ادعى ذلك عليه ان يبرز توقيعنا وتصريحنا به موفقاً, والسلام.","النجيفي"
"3461",1043,"السؤالنحن من سكان مدينة الدمام من المنطقة الشرقية ونريد ان نسال من هم وكلاء سماحتكم الذين يمكننا مراجعتهم في منطقتنا ؟","بسمه سبحانه  هناك لنا وكلاء من السادة وغيرهم فمن ادعى الوكالة او المأذونية او الاجازة عنا فعليه ان يبرزها مشكوراً , والله الموفق .","النجيفي"
"3462",1044,"السؤالهل يوجد لسماحتكم وكلاء في المملكة العربية السعودية وخصوصاً بالمنطقة الشرقية ؟","بسمه سبحانه  لنا وكلاء في الاحساء والقطيف معروفين , والله الهادي .","النجيفي"
"3463",1046,"السؤالاذا تصدى احد اهل الخبرة بالشهادة باعلمية احد الفقهاء الذين تصدوا للمرجعية متأخراً وتوجد شهادات بالاعلمية للمطروحين سابقاً وليس من ضمنهم المتصدي مؤخراً, فهل تكون هذه الشهادات القديمة معارضة للشهادة الحديثة للمرجع المتصدي متأخراً ام ان الشهادة المتأخرة هي الحجة لان موضوعها تام وأشمل؟","بسمه سبحانه لا تثبت الاعلمية الا بشهادة العدلين الواجدين للشرائط التالية
1- ان يكون كل منهما مجتهداً او قرب من الاجتهاد.
2- ان يكون لكل منهما معاشرة علمية بشكل او بآخر مع جميع العلماء الذين يريدان ان يفاضلا بينهما.
3- وان يكون كل منهما نبيهاً واسع الذهن لا ينخدع عقله بالمظاهر الخلابة.
4- وان يكونا عدلين ديّنين لا يبيعا دينهما بدنيا غيرهما, والله العالم.
","النجيفي"
"3464",1048,"السؤالفي حالة تعارض البينات في التقليد هل للعدد أي دور في الترجيح وما هي المرجحات بصورة عامة ؟","بسمه سبحانه   ان كانت الكثرة قد اوجبت العلم فهو المقدم ان لم تفد فيتعامل مع البينتين معاً معاملة الامارتين المتعارضتين , والله العالم .","النجيفي"
"3465",1049,"السؤاللقد ترددت الاجابة بالنسبة لتقليد الاعلم من خلال الحوزات العلمية او شهادة عدلين بشروط ولكن لم اجد اجابة حازمة بصراحة بالنسبة لهذا الموضوع واصبحت في متاهة البحث وقراءة العديد من رسائل المراجع لكي اقلد احدهم ونظراً لعدم استطاعتي بالاتصال باي الحوزات ارجو افادتي , فمن اقلد وكيف بتعدد المراجع العظام اطال الله باعمارهم لقد بحثت واحسست ان الاجابة غير انحيادية بل انحيازية ؟","بسمه سبحانه يجب تقليد الاعلم ويتم تشخيصه بالرجوع الى اهل الخبرة ويجب توفر شهادة اثنين منهم ولا يكون الشخص من اهل الخبرة الا اذا توفرت فيه الامور التالية
1- ان يكون كل منهما مجتهداً او قرب من الاجتهاد.
2- أن يكون تقياً ورعاً.
3- ان تكون له معاشرة علمية مع العلماء والمراجع الذين يريد ان يميز الاعلم من بينهم.
4- ان يكون ذا وعي لئلا ينخدع بالمظاهر الخلابة وان لم تتمكن من الوصول إلى اهل الخبرة فالعمل بالاحتياط .
واعلم ان كل من يفتي بوجوب الاعلم ثم يتصدى للافتاء والمرجعية لابد من انه يعتقد نفسه اعلم من غيره والا لم يجز له التصدي , والله العالم .
","النجيفي"
"3466",1050,"السؤالما هي وظيفتنا او تكليفنا الشرعي نحن العوام تجاه من يدعي الأعلمية او الولاية العامة وغيرها من المسميات واصحابها الذين ظهروا فجأة بعد سقوط النظام المجرم ونحن في ظل ظروف الاحتلال وتكالب الاعداء على الاسلام واهله ورموزه وقادته نصيحة ابوية من سماحة المرجع المجدد الشيخ بشير النجفي _دام ظله_؟","بسمه سبحانه  اعلم يا بني قد قلت مراراً وقال العلماء من قبلي ان الاعلمية والصلاحية للتقليد تثبت بشهادة اهل الخبرة والذين توجد بهم الصفات التالية
1-ان يكون مجتهداً او قرب من الاجتهاد.
2- أن يكون تقياً ورعاً.
3- ان تكون له معاشرة علمية مع العلماء والمراجع الذين يريد ان يميز الاعلم من بينهم.
4- ان يكون ذا وعي لئلا ينخدع بالمظاهر الخلابة ولا ينفعل بالدعايات الفارغة فعليك التقليد في ضوء شهادة اهل الخبرة ونبه الغافلين وفهّم السذج من الناس من اخوانك لئلا يبيعوا دينهم بدنيا غيرهم، والله الموفق.
","النجيفي"
"3467",1051,"السؤالفي حالة تعذر الوصول الى الاعلم بسبب تعارض شهادات اصحاب الخبرة فهل يجوز تقليد أي من المجتهدين الذي يتوقع ان تكون له الاعلمية ؟ واذا كان","بالنفي فما هو العمل في هذه الحالة ؟","النجيفي"
"3468",1053,"السؤالاذا لم يتمكن شخص من الوصول الى الاعلم بسبب تعارض شهادات ذوي الخبرة والاختصاص فما حكمه ؟","بسمه سبحانه  اولاً هناك مثل عربي ( لو ترك القطا لغفى ونام ) ولو تركت الامور تجري في مسارها لما وصلت النوبة الى ذلك وان حصلت فالاحوط الالتزام بالاحتياط , والله العالم .","النجيفي"
"3469",1054,"السؤالمن هم اصحاب الخبرة والاختصاص؟ وهل ان اصحاب الخبرة الذين يقرون بالاجتهاد لأحد المجتهدين هم نفسهم الذين يرجع اليهم العوام في تحديد الاعلم ؟","بسمه سبحانه ارجع الى جواب سؤال رقم 3 في القائمة المرافقة لهذه القائمة.","النجيفي"
"3470",1055,"السؤالفي باكستان يقوم المسيح والهندوس والسيخ بتوزيع الماء السبيل في عاشوراء ، هل يجوز لنا أن نشرب منه؟","بسمه سبحانه ما لمسه الكافر فهو نجس . والله العالم","النجيفي"
"3471",1056,"السؤالأنا أعيش في الهند والغالبية (86<U+066A>) من غير المسلمين، ما حكم تناول الطعام أو الماء من غير المسلمين في الهند؟","بسمه سبحانه ما يطبخه غير المسلم إن لمسه برطوبة أو لمس الإناء الذي طبخ فيه برطوبة فهو نجس وحرام. والله العالم","النجيفي"
"3472",1058,"السؤالهل يجوز للمسيحية الخادمة أن تخدم في بيت لأجل القيام بأعمال التنظيف وغسل الصحون والملابس وتقطيع الخضار؟","بسمه سبحانه اعلم يا بني أن رطوبة جسمها وعرقها نجس وكل ما تلمسه من أثاث المنزل وأدوات ومواد الطبخ والملابس وغير ذلك برطوبة فهو نجس. والله العالم","النجيفي"
"3473",1059,"السؤالورد في رسائل العلماء (رحم الله الماضين منهم وحفظ الباقين) أن الناصب العداء لأهل بيت النبي (ص) نجس، والآن هل يعتبر عناصر داعش الإرهابية من النواصب وبالتالي يحكم بنجاستهم؟","بسمه سبحانه كل من يظهر العداء لأهل البيت (ع) فهو نجس كما عرفت يا بني ولِمَ تشك في الدواعش أنت؟ والله الهادي","النجيفي"
"3474",1070,"السؤالهل تكفي أغسال فرائض المستحاضة للنوافل؟","بسمه سبحانه نعم تكفي. والله العالم","النجيفي"
"3475",1074,"السؤالإذا تأكدت أن الدم هو استحاضة فماذا سيكون الحكم ؟","الاستحاضة ثلاثة أقسام -
1- قليلة  وهي التي يكون الدم فيها قليلاً بحيث لا يغمس القطنة وحكمها وجوب تبديل القطنة أو تطهيرها مع غسل الموضع ووجوب الوضوء لكل صلاة . 
2- متوسطة  وهي ما يكون الدم فيها أكثر من ذلك بأن يغمس القطنة ولا يسيل من الطرف الثاني للقطنة 
وحكمها مضافاً الى ما ذكر من الوضوء وتجديد القطنة غسل قبل صلاة الصبح . 
3- كثيرة  وهي ما يكون الدم فيها أكثر من ذلك بأن يغمس القطنة ويسيل منها من الطرف الثاني للقطنة وحكمها مضافاً الى ما تقدم من وجوب تجديد القطنة والغسل للصبح غسلان آخران أحدهما للظهرين تجمع بينهما والآخر للعشاءين . والله العالم
","النجيفي"
"3476",1083,"السؤالهل يجوز الجماع بعد انقطاع الدورة الشهرية وقبل الغسل؟","بسمه سبحانه نعم يجوز بعد غسل موضع الدم والله العالم.","النجيفي"
"3477",1087,"السؤالماذا يجب على المصاب بسلس الريح أن يفعل عندما لا يستطيع أن يضبط نفسه لكي يتوضأ بما يعني أن المرض دائماً يداهمه في وقت الوضوء بحيث ينتقض وضوءه قبل أن يكمله , علماً بأن الشخص أصبح يعيد الوضوء عشر مرات فأكثر لكل صلاة مما سبب له اضطراباً نفسياً؟","بسمه سبحانه الشخص الذي لا يتمكن من المحافظة على الطهارة من الحدث من بداية الوضوء إلى نهاية الصلاة مع الاقتصار على الواجبات يلقب لدى الفقهاء بدائم الحدث ووظيفته أن يتوضأ مرة واحدة للصلاة ما لم يحدث بحدث آخر كالنوم فإن أحدث بالريح كما في السؤال فليس عليه إلا وضوءً واحداً للصلاة التي يصليها . عافاه الله وعافانا . والله العالم","النجيفي"
"3478",1088,"السؤالأعاني منذ فترة طويلة من التهاب في القولون مما يسبب لي هذا المرض كثرة الانتفاخات وكثرة خروج الغازات مما يصعب عليّ في هذه الحالة أداء الصلاة بالطهارة وعدم انتفاض الوضوء ما هو تكليفي الشرعي اتجاه هذه المسألة؟","بسمه سبحانه اكتفِ بالواجبات في الصلاة و اقرأ السور القصار فيها بعد الحمد  حتى تتمكن من أداء الصلاة كاملة بدون أن تنقض الطهارة. والله المشافي وهو العالم","النجيفي"
"3479",1089,"السؤالأنا أعاني من مشكلة سلس البول، قطرات البول تأتي بعد الخروج من المرحاض و آخذ حمام. كيف يمكنني أداء الصلاة؟","بسمه سبحانه عليك الالتزام بأحكام من به سلس البول وعليك أن تشد قطنة مع عازل بلاستيكي على رأس الحشفة بعد التبول وقبل الوضوء ثم تتوضأ وتصلي وبعد إكمال السلام تغسل العضو وتعيد الغطاء والقطنة مرة أخرى. وهكذا مع كل صلاة والله يشفيك من المرض ويقبل عملك هذا كله مع سعة الوقت. والله العالم","النجيفي"
"3480",1093,"السؤالبعد التيمم بدل من غسل الجنابة ، هل يجوز الصلاة بدون وضوء؟","بسمه سبحانه إذا كان التيمم بدلاً من غسل الجنابة مع توفر الشرائط تصح الصلاة بدون الوضوء ولكن المكلف يبقى مجنباً فعليه الغسل بعد إرتفاع المسوغ للتيمم . والله العالم","النجيفي"
"3481",1094,"السؤاللو إن المكلف تيمم لأدى الصلاة بكاملها في الوقت لكن لو توضأ سيدرك ركعة واحدة داخل الوقت , فأي التكليفين يجب عليه ؟","بسمه سبحانه عليه التيمم في مفروض السؤال . والله العالم","النجيفي"
"3482",1096,"السؤاللو أنّ أحداً نسي أنه عليه غسل واجب ولكن تذكر في آخر الوقت , بحيث لو تيمم لوقعت كل صلاته داخل الوقت , ولو اغتسل لوقعت ركعة واحدة داخل الوقت , فاي تكليف يتبع ؟","بسمه سبحانه عليك الالتزام بالتيمم في مفروض السؤال . والله العالم","النجيفي"
"3483",1097,"السؤالهل يجوز التيمم بتراب رطب قليلا او فيه بعض قطرات الماء المنتشرة فوقه؟","بسمه سبحانه لا بأس والله العالم.","النجيفي"
"3484",1098,"السؤالإذا تيممت بدل غسل الجنابة هل يجب ان أتوضأ إذا كان هناك ماء كاف للوضوء فقط؟","بسمه سبحانه  لا يجوز , والله العالم.","النجيفي"
"3485",1099,"السؤالهل التيمم بدلاً عن غسل الجنابة يغني عن الوضوء؟","بسمه سبحانه  نعم يغني , والله العالم.","النجيفي"
"3486",1101,"السؤالالوسخ على أطراف الأصابع لو عد من البشرة لقلته فهل تجب إزالته للوضوء ؟","بسمه سبحانه يجب إزالة كل حاجب مهما قلّ أو خف . والله العالم","النجيفي"
"3487",1104,"السؤالمن تيقن أنه قد أحدث، وأيضاً تيقن أنه قد توضأ، ولكن لا يدري هل الوضوء متأخر كي يكون الآن على طهر، أو الحدث متأخر كي يكون الآن على حدث، فماذا يصنع؟","بسمه سبحانه لا يجوز له دخوله في الصلاة وغيرها مما يشترط فيها الطهارة إلا بطهارة متيقنة. والله العالم","النجيفي"
"3488",1105,"السؤالالحياض الواقعة في المساجد والمدارس - إذا لم يعلم كيفية وقفها، من اختصاصها بمن يصلي فيها، أو على الطلاب الساكنين فيها، أو عدم اختصاصها بهؤلاء - فهل يجوز لغيرهم الوضوء منها؟","بسمه سبحانه لا يجوز إلا أن يعلم أنه يجوز له شرعاً الوضوء. والله العالم","النجيفي"
"3489",1106,"السؤالإذا كان المتوضئ يعلم بأنه غسل يده اليمنى مثلاً، ولكنه شك - وهو لا يزال مشغولاً بأفعال الوضوء - في أنه هل غسل يده بصورة صحيحة من الأعلى إلى الأسفل، أو بصورة باطلة من الأسفل إلى الأعلى؟","بسمه سبحانه عليه أن يعيد العمل الذي شك في صحته ثم يأتي بما بعده حتى يحرز الوضوء الصحيح. والله العالم","النجيفي"
"3490",1107,"السؤاللو توضأ المكلف على خلاف التقية فهل يصح؟","بسمه سبحانه لا يصح حيث تجب التقية. والله العالم","النجيفي"
"3491",1108,"السؤالهل يجوز للمتوضئ أخذ البلل من لحيته الخارجة عن حد الوجه؟","بسمه سبحانه إن كنت تقصد البلل لأجل المسح فينبغي أخذه من اللحية في حد الوجه وإن لم يمكن فمن الشارب وإلا فمن الحواجب كما قلنا في رسالتنا العملية. والله العالم","النجيفي"
"3492",1109,"السؤالالكلمة القرآنية، أو الآية إذا لم تكن في المصحف، بل كانت في كتاب، أو رسالة، أو ورقة، تهنئة، أو تعزية، أو نقش خاتم، فهل يجوز مسها؟","بسمه سبحانه لا يجوز مسها بدون طهارة. والله العالم","النجيفي"
"3493",1113,"السؤالإذا كان غسل أطراف الجبيرة مضراً فهل وظيفته التيمم أو وضوء الجبيرة؟","بسمه سبحانه وضوء الجبيرة مع إجراء أحكام الجبيرة على كل نقطة يضر الماء فيها. والله العالم","النجيفي"
"3494",1115,"السؤالهل إن الحروق يجري عليها حكم الجبائر؟","بسمه سبحانه إذا لم يمكن غسلها وكان عليها حاجب من لاصق ونحوه فيجري حينئذٍ عليها أحكام الجبيرة. والله العالم","النجيفي"
"3495",1117,"السؤاللو كان الشخص المسلم المكلف مصاب بحروق في مناطق الوضوء بحيث تعذر عليه الوضوء والغسل والتيمم وجلس من نومه وكان مجنباً فما هو حكم صلاته فهل يمكنه أداء صلاته على السرير وهل يتوجب عليه القضاء؟","بسمه سبحانه إن عجز عن الغسل والتيمم معاً فعليه أن يصلي كما هو ولا يجب عليه القضاء والله العالم.","النجيفي"
"3496",1118,"السؤالهل تعتبر الحروق ضمن القروح في وضوء الجبيرة؟","بسمه سبحانه إذا كان الماء مضراً فهي منها والله العالم.","النجيفي"
"3497",1122,"السؤالهل من الواجب الإتيان بالنية الخاصة بغسل الجنابة قبل غسل الجنابة؟ وهل يمكننا أن ننوي بالقلب؟","بسمه سبحانه النية القلبية كافية. والله العالم","النجيفي"
"3498",1124,"السؤالإذا رأى رطوبة لا يعلم هل إنها مني قد تخلف في المجرى أو لا فما الحكم؟","بسمه سبحانه لا تجري أحكام المني والجنابة إلا مع إحرازها بالجزم. نعم إن كان جنباً بخروج المني ولم يستبرئ عن المني بالبول أو غيره فعلى هذه الحالة يجب عليه إعادة الغسل في مفروض السؤال. والله العالم","النجيفي"
"3499",1128,"السؤالبعض الأحيان مع التبول تخرج مادة أشبه بالمني إلا أنها تخرج مع حريق وألم في التبول هل يعتبر هذا منياً أو ودياً؟ وهل يجب عليّ غسل الجنابة؟","بسمه سبحانه المني من الرجل الطبيعي يخرج مع الإحساس بالتهيج الجنسي واللذة الجنسية حين يخرج المني ويشعر الرجل بالفتور بعد خروجه فإن تأكدت من هذه العلامات أو بدونها أن الخارج هو المني فعليك الالتزام بأحكام الجنابة وإن لم تطمئن فلا يجب عليك شيء منها. والله العالم","النجيفي"
"3500",1130,"السؤالما هو حكم المادة المعقمة التي نستخدمها في التعقيم وغسل اليدين داخل المستشفى، علماً أنها تحتوي على الكحول؟","بسمه سبحانه تعتبر نجسة. والله العالم","النجيفي"
"3501",1131,"السؤالما حكم العطور المكررة بالكحول في الطهارة وفي الصلاة؟","بسمه سبحانه كل كحول مسكر حرام ونجس وتكريره لا يطهره. والله العالم","النجيفي"
"3502",1132,"السؤالهل يمكن تطهير الزيوت المكررة من النباتات إذا لاقت نجاسة في الفقه الإسلامي؟ علماً أن بعض هذه الزيوت مائعة وبعضها جامدة؟","بسمه سبحانه الزيت لا يمكن تطهيره. والله العالم","النجيفي"
"3503",1135,"السؤالماذا عن استخدام العوائل للكحوليات التي يتم تصنيعها من البترول والتي تستخدم في العطور والدواء وهل تحتوي على النجس ولا يمكن استخدامها أثناء الصلاة؟","بسمه سبحانه كل نوع من أنواع الكحول مسكر مهما كان قليلاً أو كثيراً فهو نجس سواء أخذ من التراب أو أي شيء آخر. والله العالم","النجيفي"
"3504",1136,"السؤالما فتوى سماحتكم حول العطور في هذه الأيام و ذلك لأن معظم العطور تحتوي على الكحول؟","بسمه سبحانه إذا كان العطر يحتوي على الكحول فهو نجس وإلا فلا. والله العالم","النجيفي"
"3505",1137,"السؤالعند حصول حالة الجنابة أثناء النوم واتسخت ملابسي مثل البنطال أو السروال. هل إن الملابس المتسخة يجب تطهيرها؟ هل إنها ستصبح طاهرة بعد جفافها من المني الذي فيها؟","بسمه سبحانه لا يطهر الثوب وغيره المتنجس بالمني إلا بالغسل. والله العالم","النجيفي"
"3506",1138,"السؤالهل العطور نجسة؟","بسمه سبحانه إذا كان العطر يحتوي على الكحول فهو نجس وإلا فلا. والله العالم","النجيفي"
