"","X","Question","Answer","Speaker"
"2117",2117,"
									   If a person lives very distant from the shrines of the Ahlulbait (peace be upon them) and cannot reach there, is the recitation of Ziyara and salutation from afar equally virtuous and acceptable?
								","
									   There are no narrated texts from the Imams of the Ahlulbait (peace be upon them) that explain such an issue and clarify it. However, there is nothing wrong with reciting the Ziyara from far away with the hope that it is rewarded.
								","Hakeem"
"2118",2118,"
									   What is the reward for mourning for the Ahlulbait (peace be upon them) as stated in the narrations and in the Holy Quran?
								","
									   There are narrations that encourage mourning the Ahlulbait and showing grief for the injustices and tragedies they experienced. As an example, Imam Ja’far al-Sadiq (peace be upon him) used to recite while prostrating a long supplication, ""O my Lord, have mercy on those hearts that mourned us and were burned because of our grief. O my Lord, have mercy on those eyes that shed tears for us…”.
								","Hakeem"
"2119",2119,"
									   Is it prohibited to put up pictures of Imams (peace be upon them)? If so what are the conditions?
								","
									   It is not prohibited to hang the pictures of Imams (peace be upon them) in homes and stores. It is an expression of belonging to them and seeking their blessings, which is a recommended act. At the same time, one should choose the appropriate picture that does not have a negative effect and there is no criterion for such.
								","Hakeem"
"2120",2120,"
									   Can we place banners on roads or walls on which names of the Ahlulbait (peace be upon them) are written?
								","
									   It is permissible to do so as long as this does not cause disrespect to the noble names.
								","Hakeem"
"2121",2121,"
									   I heard a few narrations that tell us to hate the enemies of Ahlulbait (peace be upon them). Who can I classify as the enemies of Ahlulbait? Are they Sunnis? How should I act towards them and am I allowed to respect them?
								","
									   The Sunnis are not the enemies of the Ahlulbait (peace be upon them) even if they do not follow them or believe in their Imamate. They – in general – love the Ahlulbait. Our Imams (peace be upon them) ordered us to associate with them in kindness and to communicate with them regularly. It was reported in an authentic narration that one of the companions asked Imam Al-Sadiq (peace be upon him), “How should we fare with each other, with our own people and with people who do not espouse our beliefs?” The Imam (peace be upon him) said, ""You should look up to your Imams whom you follow and do as they do. By Allah, they visit their sick, attend their funerals, testify for or against them and return the trust to them."" The enemies of the Ahlulbait are those who hate them and bear animosity with them. They are known by their names and personalities in the books of history and biographies. There were many rulers who acted with hostility against the Imams (peace be upon them) that lead to the Imams being killed, expelled and imprisoned. This can be found by referring to history books.
								","Hakeem"
"2122",2122,"
									   Kindly suggest a reference book regarding the names of the children of the twelve Imams (peace be upon them)?
								","
									   “Omdatul Talib fi Ansab Aal Abi Talib” is a famous book that specializes in the lineage of Sayyids from the descendants of the Imams (peace be upon them).
								","Hakeem"
"2123",2123,"
									   Many people who are not Sayyids claim that there is no difference between a Sayyid and a non-Sayyid. Is this considered to be an insult to them?
								","
									   If they meant by what they are saying that God-fearing is the criteria in the nobility of the person based on what the Messenger of Allah has said  “There is no difference between an Arab and a non-Arab except by Taqwa (God-fearing),” then that is not an insult or humiliation for the offspring of the Prophet, as the offspring of the Prophet is expected more than other people to act upon the Sharia of their grandfather (peace be upon him and his holy progeny).  If they mean to eliminate the respect for the children of the Prophet in society, then this is not right as there is no doubt that it is a good thing to respect the noble progeny, as it is respect for the Prophet (peace be upon him and his holy progeny) himself.
								","Hakeem"
"2124",2124,"
									   Did divine revelation continue for the Infallible Imams after the Prophet (peace be upon them all)?
								","
									   The Prophethood and divine revelations of legislations ended at the death of the Prophet (peace be upon him and his progeny), but some narrations indicate that angels communicate with the Imams (peace be upon them) and inform them what is taking place and what will take place. The Quran also speaks of the continuation of the descending of the angels during the Night of Qadr every year, which indicates that there is someone that receives certain information that night, which is clearly the Twelfth Imam (peace be upon him) in our time. This is further evidence from the Quran of his existence.
								","Hakeem"
"2125",2125,"
									   If a person crosses the road and gets hit by a vehicle then will payment of Diyat be obligatory on the vehicle driver in case of death of or injury to the pedestrian? If it is the vehicle driver who dies or is injured, will the payment of Diyat be obligatory on the pedestrian?
								","
									   The Diyat (blood money) is applied on anybody who causes another human harm, like a wound, breaking of his bones, or death.
								","Hakeem"
"2126",2126,"
									   If a child has damaged something belonging to somebody else, like a mobile phone, are the parents of the child obliged to pay the compensation for the damage?
								","
									   The child is liable to compensate the loss, and not his father.
								","Hakeem"
"2127",2127,"
									   If the toy of a child, such as a ball, goes over the fence into the neighbors backyard, and he is not at home, in order to soothe a crying child can I climb over and bring back the toy from there?
								","
									   It is not permissible to trespass into the property of the neighbor.
								","Hakeem"
"2128",2128,"
									   How much is the Diyah after beating someone in the following scenarios a) If the face is blackened by beating.b) If the face becomes green.c) If it is reddened.d) If it is another part of the body, other than face
								","
									   The Diyah in beating someone in the face when blackened is six golden dinars. If the face becomes green then it is three dinars. If it becomes red then it is 1.5 dinar. Each dinar is equivalent to 4.25 grams of gold. If the beating was on other than the face, like the hand, leg and foot, or chest then it is half of what is mentioned. If it was on the head then there are various cases with different rulings for the Diyah. All the cases and their rulings are mentioned in details in the book of practical laws.
								","Hakeem"
"2129",2129,"
									   Can the Diyah be paid in modern currency, or must it be in gold?
								","
									   It can be paid in gold or what is equivalent to it if the victim is satisfied that it is equivalent.
								","Hakeem"
"2130",2130,"
									   Must the Diyah be paid immediately or can it be delayed?
								","
									   It is like the rest of the debts that should be paid with the request of the victim and the ability of the offender to pay.
								","Hakeem"
"2131",2131,"
									   What if one does not have enough money or means to pay Diyah?
								","
									   If the offender cannot pay it, it stays as a debt on him.
								","Hakeem"
"2132",2132,"
									   If a child has been beaten, should he have to receive the Diyah immediately or after reaching the age of adulthood? Will the received Diyah be subjected to Khums?
								","
									   The Diyah is supposed to be paid to the child right away unless the guardian sees it in the best interests of the child to postpone it. There is no Khums in the Diyah.
								","Hakeem"
"2133",2133,"
									   Is it permissible for the one who has been beaten to excuse the one who has beaten him, so that he does not have to pay the Diyah?
								","
									   Yes, it is permissible to forgive the person who hit him and waive the Diyah, except if the victim is a child since there is no effect in his forgiveness till he reaches the age of adulthood.
								","Hakeem"
"2134",2134,"
									   I hit my child when I was teaching him, and I struck him harder than I wanted to, which resulted in a red mark on his body. If I apologised to him and bought him sweets and treats, would that suffice in compensating him? Or, is there a diyah that I must pay?
								","
									   There is a diyah (compensation) that you must pay him. You may speak to the guardian of the child, usually the father, and if he sees that forgiving you is in the best interest of the child then he can waive the diyah. Then when the child becomes adult – based on the Sharia defined adulthood - he can be asked to waive the diyah.
								","Hakeem"
"2135",2135,"
									   How much is the Diyah after beating someone in the following scenarios a) If the face is blackened by beating.b) If the face becomes green.c) If it is reddened.d) If it is another part of the body, other than face
								","
									   The Diyah in beating someone in the face when blackened is six golden dinars. If the face becomes green then it is three dinars. If it becomes red then it is 1.5 dinar. Each dinar is equivalent to 4.25 grams of gold. If the beating was on other than the face, like the hand, leg and foot, or chest then it is half of what is mentioned. If it was on the head then there are various cases with different rulings for the Diyah. All the cases and their rulings are mentioned in details in the book of practical laws.
								","Hakeem"
"2136",2136,"
									   Can the Diyah be paid in modern currency, or must it be in gold?
								","
									   It can be paid in gold or what is equivalent to it if the victim is satisfied that it is equivalent.
								","Hakeem"
"2137",2137,"
									   Must the Diyah be paid immediately or can it be delayed?
								","
									   It is like the rest of the debts that should be paid with the request of the victim and the ability of the offender to pay.
								","Hakeem"
"2138",2138,"
									   What if one does not have enough money or means to pay Diyah?
								","
									   If the offender cannot pay it, it stays as a debt on him.
								","Hakeem"
"2139",2139,"
									   If a child has been beaten, should he have to receive the Diyah immediately or after reaching the age of adulthood? Will the received Diyah be subjected to Khums?
								","
									   The Diyah is supposed to be paid to the child right away unless the guardian sees it in the best interests of the child to postpone it. There is no Khums in the Diyah.
								","Hakeem"
"2140",2140,"
									   Is it permissible for the one who has been beaten to excuse the one who has beaten him, so that he does not have to pay the Diyah?
								","
									   Yes, it is permissible to forgive the person who hit him and waive the Diyah, except if the victim is a child since there is no effect in his forgiveness till he reaches the age of adulthood.
								","Hakeem"
"2141",2141,"
									   I hit my child when I was teaching him, and I struck him harder than I wanted to, which resulted in a red mark on his body. If I apologised to him and bought him sweets and treats, would that suffice in compensating him? Or, is there a diyah that I must pay?
								","
									   There is a diyah (compensation) that you must pay him. You may speak to the guardian of the child, usually the father, and if he sees that forgiving you is in the best interest of the child then he can waive the diyah. Then when the child becomes adult – based on the Sharia defined adulthood - he can be asked to waive the diyah.
								","Hakeem"
"2142",2142,"
									   I am currently working as a manager in a supermarket that sells alcohol. If there is lack of staff, I might have to work as a cashier and people might be purchasing alcohol. Am I allowed to work in this store?
								","
									   It is prohibited to sell wine, even indirectly or by acting on behalf of the company.
								","Hakeem"
"2143",2143,"
									   Is it permissible to work in a supermarket where alcoholic beverages are sold?
								","
									   If it does not lead to being involved in selling them, then it is permissible.
								","Hakeem"
"2144",2144,"
									   Is it permissible to buy alcoholic drinks for one's friend from his own money?
								","
									   No, it is not permissible.
								","Hakeem"
"2145",2145,"
									   If I am sitting in a place in a cafe and a person is sitting with me with wine or beer, should I go away from that particular place because he has an alcoholic drink?
								","
									   You should not use same dining table with a person drinking alcohol. If you and that person are dining separately – e.g. you are both using separate trays – but using the same table, or happening to be in the same place, then it is not obligatory to avoid the table.
								","Hakeem"
"2146",2146,"
									   What is your ruling about using perfume which contains alcohol?
								","
									   It is permissible to use it, but it is najis if the alcohol in it is the type that can causes intoxication. When a person or his clothes comes in contact with a najis alcohol through application of perfume or otherwise, he must purify himself or his clothing before performing prayers and Tawaaf.
								","Hakeem"
"2147",2147,"
									   Is it allowed to deliver confectionery products containing alcohol?","
									   It is permissible to do so.
								","Hakeem"
"2148",2148,"
									   I have heard that alcohol that is in perfumes and creams is not intoxicating; is this true? If so, does this mean that these perfumes and creams are not najis?
								","
									   If the alcohol itself is intoxicating by nature then it is najis, even when it is mixed with other substances that makes the mixture non-consumable – due it being harmful or poisonous – or non-intoxicating. If the alcohol itself is not intoxicating by nature, then it is tahir.
								","Hakeem"
"2149",2149,"
									   If one is told that a flavoring may contain trace amounts of ethyl alcohol that would have evaporated during the process of making the flavoring, is it permissible to consume the flavoring? Does it make a difference if one is unsure of the nature of the alcohol, such as if it naturally liquid and such?
								","
									   If he knows that the alcohol which is added to the flavoring is naturally a liquid intoxicating agent, then it is not permissible to consume it, since such addition makes the flavor Najis, and thus, makes the food Najis and it is prohibited to consume Najis food. If he does not know if the added substance is Najis, then it is permissible to consume the food.
								","Hakeem"
"2150",2150,"
									   What is your ruling about synthetic alcohol used in creams, shampoos, etc.? Is it najis?
								","
									   If the said alcohol causes intoxication then it is considered to be najis, regardless of whether it is synthetic or not.
								","Hakeem"
"2151",2151,"
									   What is your ruling about using perfume which contains alcohol?","
									   It is permissible to use it, but it is Najis if it causes intoxication. When one comes in contact with a Najis Alcohol through application of perfume or otherwise, he must purify himself or his clothing before performing prayers and Tawaaf.","Hakeem"
"2152",2152,"
									   What is the ruling on using the following products which contain alcohol 
(a)	cosmetics and personal care products
(b)	pharmaceutical products
(c)	cleaning products
(d)	homeopathic medicine
								","
									   If one is aware that alcohol used in the materials mentioned in the question is liquid by nature and an intoxicant then it is treated like wine, so it is prohibited to consume and considered Najis, and it makes other material that comes in contact with it Najis too, whether they are medicine, cosmetics or cleaning material. If it is not know that it is intoxicant or it is not liquid by nature then it is Tahir.
If the cure is limited to the use of medicine that contains Najis things, it is permissible to use it. The usage must not exceed the need.","Hakeem"
"2153",2153,"
									   Is it possible to use mouthwash that contains alcohol?
								","
									   It is permissible to use the mouthwash even if it contains alcohol. If the alcohol in it is such that causes intoxication, then one should not swallow the mouthwash that contains such alcohol.
								","Hakeem"
"2154",2154,"
									   Is it possible for a person to take a medicine that contains alcohol? Is there a limit to the content of alcohol in the medicine?
								","
									   If the quantity of alcohol that causes intoxication in the medicine is considerable in such a way that the person that uses the medicine is recognized as a consumer of alcohol, then it not permissible to use the medicine as a cure, unless one needs it in order to save his life. If the quantity of alcohol was so little and conventionally considered as negligible then it is permissible to use such medicine in order to treat the illness in the cases that there is no other form of treatment.
								","Hakeem"
"2155",2155,"
									   What is the Kaffara (expiation) for drinking alcohol?
								","
									   There is no special Kaffara prescribed for this act. One should repent and seek forgiveness.
								","Hakeem"
"2156",2156,"
									   Is it permissible to buy alcoholic drinks for one's friend from his own money?
								","
									   No, it is not permissible.
								","Hakeem"
"2157",2157,"
									   Muslims own a commercial bank. Is the interest credited by the bank to an individualâ€™s savings account lawful?
								","
									   If the interest is stipulated in the contract, then the contract is void and prohibited.
								","Hakeem"
"2158",2158,"
									   Is it permissible to invest money in government saving schemes and bonds which pay an interest to the investor? National saving schemes are those where the government borrows from ordinary citizens in exchange for a fixed return with interest.
								","
									   It is permissible to collect the mentioned interest but you should not intend the interest-based deal. However, any funds received from the bank should be taken on behalf of his Eminence and then one should take ownership of it after that. It is better to help the needy believers with some of the collected interest if all of it is not needed.
								","Hakeem"
"2159",2159,"
									   Is it permissible to take gifts and prizes from banks?
								","
									   Yes, it is permissible, provided that it is not pursuant to the terms of a loan contract from a bank owned by Muslims. It is permissible to take them from a bank owned by non-Muslims even if it is pursuant to a loan contract from a bank.
								","Hakeem"
"2160",2160,"
									   If we deposit some amount in the bank and they offer some profit to us, is it permissible to take it?
								","
									   If it is an unconditional grant, not pursuant to any loan contract, then it is permissible to take it.
								","Hakeem"
"2161",2161,"
									   Can I open a non-interest bank account, where monthly draws will also take place, based on the amount of money in the account?
								","
									   If the contract of opening the bank account does not include this as a condition, then it is permissible to open it and claim the prize.
								","Hakeem"
"2162",2162,"
									   Is it permissible to take a loan from Muslim or non-Muslim (private or state-owned) banks?
								","
									   It is not permissible to take a loan from a private bank that is wholly or partially owned by a Muslim with a condition to pay interest to the bank. It is also not permissible to take a loan from a non-Muslim private bank. It is permissible to borrow from both kinds of banks if the loan agreement was without stipulation of any interest. 
If the bank is owned by a government, then it is allowed to take the money without the intention of borrowing it, but with the intention of taking it on behalf of his Eminence and own them afterwards. The money is paid will be treated like government taxes.","Hakeem"
"2163",2163,"
									   What is the ruling on depositing money in non-Muslim banks and taking the Interest?
								","
									   It is permissible.
								","Hakeem"
"2164",2164,"
									   Does interest apply to all forms of profit, which are given/taken including banks and other institutions, or is it there nowadays merely given as a ""cost of living increase"" and ""inflation""?
								","
									   It is not permissible to stipulate interest in any agreement or contract, even if it was less than the level of inflation.
								","Hakeem"
"2165",2165,"
									   Is it allowed to invest money in foreign banks?
								","
									   Yes, it is permissible.
								","Hakeem"
"2166",2166,"
									   Most government banks propose to their customers deposit accounts with fixed interest payments. Is it permissible to deposit money in these accounts with the intention of obtaining the interest?
								","
									   You are allowed to give money to government banks. It is necessary when receiving the funds from such banks to intend to receive them on behalf of his Eminence, Grand Ayatollah Al Hakeem (may Allah prolong his life), and to then take ownership of the funds after that.
								","Hakeem"
"2167",2167,"
									   Most of the banks propose to their clients mortgage loans with interest payments. Is it permissible for a Muslim to take these loans knowing that he will be obliged to pay interest for them?
								","
									   It is not allowed to take mortgage loans with interest from private banks. It is permissible from government banks without the intention of borrowing, but the individual collects the funds on behalf of his Eminence (may Allah prolong his life) and then takes ownership of them after that. Interest is then paid just like paying taxes to the government.
								","Hakeem"
"2168",2168,"
									   Is it permissible for me to work in banks?
								","
									   It is permissible to work in banks, if one is not participating in any contract that involves interest, whether by becoming part of it â€“ by representing the bank in lending for instance â€“ or by writing the contract.
								","Hakeem"
"2169",2169,"
									   I deposited money in governmental national savings bank in Pakistan, knowing it will give me twelve percent interest after ten years. How should I withdraw the money in His Eminence’s name, and how much should I give to the needy by your permission?
								","
									   It is necessary when receiving the funds from such banks to intend to receive them on behalf of His Eminence, Grand Ayatollah Al-Hakeem (may Allah prolong his life), and to then take ownership of the funds after that, including the interest. You should then pay the financial religious obligations that Almighty Allah has ordered you to pay. You should also use some of these funds to help needy believers.
								","Hakeem"
"2170",2170,"
									   Is it permissible for non-Shias to make use of your edicts without becoming Shia Muslims?
								","
									   Our edicts are based on the teachings of the Imams of the Ahlulbait (peace be upon them) through the narrations that reached us in reliable ways, which all Muslims are required to act upon. The Prophet (peace be upon him and his holy progeny) ordered the nation of Islam to refer to the Ahlulbait and follow them in the famous well-known narration that is reported by numerous ways in the books of Shias and Sunnis  ""I leave among you the two weighty things  the Book of Allah and my progeny; as long as you follow both of them, you will never be misguided."" Acting upon this narration, as well as other similar narrations, to follow the AhlulBait is not obligatory on the Shias only, but it is an obligation on all Muslims.
								","Hakeem"
"2171",2171,"
									   Given the death of every creation is predestined, is it permissible to smoke tobacco, for example, which decreases one’s lifespan?
								","
									   As long as the individual is able to refrain from what could cause his death, he should protect himself. If he did not and performed what led to his death, he will be held accountable for making such decisions. One’s pre-destined death by Almighty Allah does not make him unaccountable for such negligence towards himself, as long as he is able to prevent himself from the causes of death.
								","Hakeem"
"2172",2172,"
									   I have heard that people who have born out of marriage are seen as inheriting ‘bad blood’, which means they naturally have a “bad blood line”?
								","
									   Those people do not bear the responsibility of their parents’ crime. They are judged by Almighty Allah just like He judges other people. He said  “He who does wrong will have the recompense thereof” (123 4).
								","Hakeem"
"2173",2173,"
									   Are humans creators of their deeds, or is God the creator of the human's deeds? If the latter is the case, then how can humans be judged for their deeds that God programmed them to do?
								","
									   There is no doubt that humans act out of their choice and their will. Thus, the good-doer is praised and the evil-doer is dispraised. If humans were like machines such that their acts are under compulsion, then praising those who do good and dispraising those who commit bad deeds would be meaningless. However, all of this is within the boundaries of Almighty God’s power. He gave the human beings the freedom of choice and will hold them accountable for it, and He can take this ability away from anyone whenever He wishes, and there is no power or strength but from God Almighty.The Imams of the Ahlulbait (peace be upon them) explained this belief in their famous narration  “There is no compulsion [from Allah on the humans], nor there is complete delegation (from Him for them without them being under His power), but a matter in between.”
								","Hakeem"
"2174",2174,"
									   Is contemplating sin a sin?
								","
									   Contemplation of a sin is not a sin. Yes, the individual deserves godly punishment when he starts the actual act of the sin practically.
								","Hakeem"
"2175",2175,"
									   Is the belief in Allah is innate within humans?
								","
									   There is no doubt that believing in Almighty Allah is innate within humans, i.e. within our fitrah. This innate belief can be weakened or dissolve away as a result of external effects, such as the environment or substantial subjection to fallacies. Having said that, this innate belief strengthens inside many people who live in an atheistic material environment when they face crises, as they are compelled to believe in Allah and seek refuge and help from Him. The Holy Quran confirmed this truth in many verses. Almighty Allah said  “And when harm touches you upon the sea, all unto whom you cry (for succor) fail save Him (alone), but when He brings you safe to land, you turn away, for man was ever thankless.” (17 67).
								","Hakeem"
"2176",2176,"
									   If a person commits an act which his marja deems to be prohibited, and on Judgment Day it is discovered that the act was not actually a sin after all, will this person not be punished for it since the act was not prohibited? Or will he get punished because he disobeyed the edict of his marja?
								","
									   The said person is not considered as disobedient, but is liable for proceeding to commit an act that he was informed to be a sin. An example of this is if a person drinks from a glass thinking it to be wine, but it turns out to be water.
								","Hakeem"
"2177",2177,"
									   Why are there two Sajdahs (prostrations) in one raka’at, whereas there is only one Ruku (bowing)?
								","
									   We do not know the reason behind such a law since the prayer is a practice of pure worship, that consists of acts set by the Divine Legislator who prescribed this method for us to worship Him. He is the only One who knows the reason behind His desire to be worshipped in this way. The verses and the narrations did not explain such a law and we remain obedient to His orders.
								","Hakeem"
"2178",2178,"
									   Why do the Shia make the five prayer times into three prayer times, by praying Dhuhr and Asr together, and Maghrib and Isha together?
								","
									   Shias did not make this up. The Prophet (peace be upon him and his holy progeny) joined between the Dhuhr and Asr prayers, and between Maghrib and Isha prayers when he was not traveling and when it was not raining – i.e. without an excuse and not during special circumstances – as per the texts narrated in famous Sunni hadith books.
								","Hakeem"
"2179",2179,"
									   If someone says that khums is not obligatory, is that person out of Islam?
								","
									   If denying the obligation of khums means a denial of its obligation on the unused amount of the yearly income, then this does not affect the person being regarded as a Muslim. However, denying the khums in an absolute way is a clear rejection to the Quranic verses and the traditions of the Prophet (peace be upon him and his holy progeny).
								","Hakeem"
"2180",2180,"
									   How can we prove the imamate of the Ahlulbait (peace be upon them) from the Holy Quran?
								","
									   The imamate of the Ahlulbait (peace be upon them) can be proven from the holy Quran by a number of ways. Amongst them  - ""Your guardian can be only Allah, and His messenger and those who believe, who establish worship and pay the poor due while bowing down (in prayer)."" (Quran 5 55) This verse was revealed at the incident where Imam Ali (peace be upon him) gave his ring as charity while he was bowing in prayer. The verse joined his guardianship to the guardianship of the messenger of Allah, which is the leadership of the Muslim nation, i.e. the Imamate. - ""Nor does he speak of (his own) desire"" (Quran 53 3). The verse indicates that what the Prophet says is from Almighty Allah. The orders of the Prophet were to follow his household when he said in this commonly known narration  “I leave among you the two weighty things  the book of Allah and my progeny; as long as you are attached to them both, you will never be misguided."" The Prophet also ordered us to follow Imam Ali in the famous narration of Ghadeer  ""Whosoever’s master I am, Ali is his master."" In another narration, the Prophet said  ""Ali is your master after my demise,"" and many more narrations.
								","Hakeem"
"2181",2181,"
									   Will it be possible for us to see Almighty Allah in the hereafter? If yes, will we see him in form of light or behind a veil or something like this? Could it be possible that we will hear His voice? Or do the angels transmit for us His messages?
								","
									   Almighty Allah cannot be seen in this life or in the hereafter. The voice is one of His creations and He can create a voice to express what He wants like what He did with Prophet Moses (peace be upon him).
								","Hakeem"
"2182",2182,"
									   What is the punishment for contemplating sin?
								","
									   A person desiring to commit the sin will not be punished without actually committing the sin.
								","Hakeem"
"2183",2183,"
									   Does the ability of the person contemplating sin to actually carry out his thoughts have any bearing on the punishment? If, for example, I want to commit adultery, but I do not know how to approach a woman. Another person may be able to do so, yet refrains from doing it. Is that person’s sin and mine of the same severity?
								","
									   The individual does not deserve to be punished for a sin just because he wants to commit it. If he is able to commit the sin but refuses to do so because he fears or respects God, Almighty Allah will reward him for passing such a test correctly.
								","Hakeem"
"2184",2184,"
									   What is the historical background of the Shia?
								","
									   Shias are those who believe in the right of the Ahlulbait in the religious leadership after the Prophet (peace be upon him) because they believe that the latter ordered Muslims to follow the Ahlulbaitt and refer to them after his death. This idea was explained by many texts, one of them is the tradition of Al-Thaqalain in which the Prophet said  ""I leave among you the two weighty things, the book of Allah and my progeny; as long as you are attached to them both, you will never be misguided"". The said tradition is widely recognized in the Shia and Sunnis books of traditions. Similar to this is the tradition of Al-Ghadeer and other narrations as well. A number of companions of the Prophet (peace be upon him) believed in this faith and defended it, like Salman, Abu Dharr, Ammar, Hudhaifa and others. This ideology remained in all different stages of Islamic history without any change.
								","Hakeem"
"2185",2185,"
									   What is our belief regarding Adam, and whether he committed a sin or not by going near the tree?
								","
									   There is no doubt that the prophets are infallible and do not commit sins that will be subject to godly wrath and punishment. So what the holy Quran stated - about the eating of Adam from the tree - is that the divine order to refrain from such an act is not an order that requires obedience because of the relation of servitude between Almighty Allah and His slaves, but as an advisory suggestion that eating from the tree will cause the harm of being departed from Heaven.
								","Hakeem"
"2186",2186,"
									   I start an action to commit a sin. However, this action, with all my intention to sin, did not result in any sinful result. Have I committed a sin?
								","
									   If you embarked on committing the sin purposefully, then you have wronged and you should seek forgiveness from God, even if the deed did not conclude as the sinful act.
								","Hakeem"
"2187",2187,"
									   Are the Salafist ideas tantamount to infidelity?
								","
									   The ideas of the Salafis are not considered infidelity. It is, however, some sort of ignorance. The intellect and the Holy Quran indicate that Almighty Allah does not have a body so He is not limited by time and space. The Almighty said  ""There is no secret conference of three but He is their fourth, nor of five but He is their sixth, nor of less than that or more but He is with them where ever they may be,"" (58 7) and He also said  ""Nothing is as His likeness."" (42 11).
								","Hakeem"
"2188",2188,"
									   What is the rule regarding Sufism? Is it prohibited?
								","
									   It does not relate to the Ahlulbait (peace be upon them) so it should be avoided.
								","Hakeem"
"2189",2189,"
									   What is the position of Ismailis in our religion? Are they considered as non-believers?
								","
									   Whoever submits to the two testimonies – that there is no god but Allah and Mohammad (peace be upon him and his holy progeny) is His messenger – then he is a Muslim and not considered as a non-believer, even if he believes in false beliefs or certain misguidance.
								","Hakeem"
"2190",2190,"
									   Is the belief in Allah is innate within humans?
								","
									   There is no doubt that believing in Almighty Allah is innate within humans, i.e. within our fitrah. This innate belief can be weakened or dissolve away as a result of external effects, such as the environment or substantial subjection to fallacies. Having said that, this innate belief strengthens inside many people who live in an atheistic material environment when they face crises, as they are compelled to believe in Allah and seek refuge and help from Him. The Holy Quran confirmed this truth in many verses. Almighty Allah said  “And when harm touches you upon the sea, all unto whom you cry (for succor) fail save Him (alone), but when He brings you safe to land, you turn away, for man was ever thankless.” (17 67).
								","Hakeem"
"2191",2191,"
									   Will it be possible for us to see Almighty Allah in the hereafter? If yes, will we see him in form of light or behind a veil or something like this? Could it be possible that we will hear His voice? Or do the angels transmit for us His messages?
								","
									   Almighty Allah cannot be seen in this life or in the hereafter. The voice is one of His creations and He can create a voice to express what He wants like what He did with Prophet Moses (peace be upon him).
								","Hakeem"
"2192",2192,"
									   Are the Salafist ideas tantamount to infidelity?
								","
									   The ideas of the Salafis are not considered infidelity. It is, however, some sort of ignorance. The intellect and the Holy Quran indicate that Almighty Allah does not have a body so He is not limited by time and space. The Almighty said  ""There is no secret conference of three but He is their fourth, nor of five but He is their sixth, nor of less than that or more but He is with them where ever they may be,"" (58 7) and He also said  ""Nothing is as His likeness."" (42 11).
								","Hakeem"
"2193",2193,"
									   As young child I used to have the idea that Allah has a body - may Allah forgive me. Growing up these images stayed with me and they do not go away; what do you suggest I do?
								","
									   Do not pay attention to such fictions that face many people; the best solution is to not concentrate on them and ignore them.
								","Hakeem"
"2194",2194,"
									   What do the names of Allah, al-Hannan, al-Haseeb, al-Basit mean?
								","
									   Al-Hannan is He who shows compassion and kindness. So, it is close to the name “Raheem” which means ‘merciful’. Al-Haseeb means the One who accounts for everything, so no deed is left accounted for. Al-Basit means the One whose bounty encompasses His slaves, so His power surrounds them.
								","Hakeem"
"2195",2195,"
									   I am trying to build a spiritual connection with Almighty Allah but I don’t know how relaxed I should be because of how merciful God is, and I don’t know how fearful I should be because of how severe He is in punishment.
								","
									   The religious texts indicate that the believer is urged to balance between fear and hope, so he should not deem himself secure from the scheme of Allah, nor should he despair from the mercy of Allah. If this is done, the individual will have the motivation towards obedience because his hope in the mercy makes him convinced in the advantage of the action; and his fear from the wrath of Almighty Allah makes him avoid the sins.
								","Hakeem"
"2196",2196,"
									   I have some confusion in mind about Shirk (polytheism). What is Shirk and are there different kinds of it?
								","
									   The Shirk belief that takes the person outside Islam is believing in a partner to the Almighty Creator in His creation, like believing in a god for goodness and another for evil etc. Another form of it is worshiping idols as Arabs used to do in the time of ignorance before Islam. Lesser Shirk is, for example, showing off in one’s acts of worship. This is a major sin, but does not take a person outside the fold of Islam.
								","Hakeem"
"2197",2197,"
									   Is it permissible to ascribe associates to the personality of God, His attributes, or the requirements of His attributes, with the intention of supplicating to the 14 Infallibles (Peace be upon them)?
								","
									   Seeking intercession of the Prophet and the Imams (peace be upon them) is not a kind of polytheism. It is one of the best forms of worship, since it includes presenting the request to Almighty Allah and submitting to His lordship, as all things are under His control  “His verily is all creation and commandment"" (7 54). In this seeking of intercession, there is the submitting of the high positions of His close ones who He has chosen and this is one of the signs of faith. There are many proofs establishing the permissibility of such worship. One of them is when Almighty Allah said  ""When they had wronged themselves, they had but come unto thee and asked forgiveness of Allah, and asked forgiveness of the messenger, they would have found Allah Forgiving, Merciful."" (4 64).
								","Hakeem"
"2198",2198,"
									   To get knowledge about Allah where the veils are lifted from a human being, do we need to study philosophy and mysticism, or is Quran and the narrations sufficient?
								","
									   Mysticism is a new term that was introduced after the time of the infallible Imams (peace be upon them) and it is not part of their teachings. A believer can strengthen his relationship with Almighty Allah and seek closeness to Him by referring to the Holy Book and the narrations of the Ahlulbait (peace be upon them) as much as possible. When Almighty Allah sees the sincerity and good intention in His slave He would bless Him with bounties.
								","Hakeem"
"2199",2199,"
									   Why did God create humans? Did he want to achieve his goal that humans should worship and love him willingly?
								","
									   The Holy Quran states clearly the reason for creating humanity  ""I created the jinn and humankind only that they might worship Me."" (51 56)
								","Hakeem"
