"","Question","Answer"
"2260","
									Question : What should be our belief towards the Black Stone of the Kaíbah? We are told that it was brought down by angel Gabriel from Heaven, and some people say that it was probably a meteorite. What is the reality of it?
								","
									Answer : We believe in it as the religious texts describe. It was narrated that it is a stone from Heaven. Even if it was proven that it is a meteorite, such a thing does not oppose the unseen side of it as the texts indicate.
								"
"2261","
									Question : Are tawalli and tabarri considered as one of the fundamentals of the religion, or amongst the branch issues?
								","
									Answer : They are considered as perfections to the beliefs of the true religion.
								"
"2262","
									Question : For whom should we do Tawalli and from whom should we do Tabarri? What is the permissible or recommended way of doing Tawalli and Tabarri?
								","
									Answer : Tawalli is friendship and love for the Prophet and the Imams (peace be upon them) after him and their followers. Tabarri is the disassociation from the enemies of Allah including those who are obstinate to the truth and the deviated oppressors. The obligatory form of Tawalli and Tabarri is having them in the heart.
								"
"2263","
									Question : Many people around the world believe in reincarnation. What is the view of Islam on reincarnation?
								","
									Answer : There is no doubt that reincarnation is an invalid concept. The entity of the human being does not change after death. Almighty Allah resurrects him after his death in his original form and identity and he will be judged for his actions. Allah almighty said: ""And whoso doeth good an atom's weight will see it then, And whoso doeth ill an atom's weight will see it then."" (Quran 99:7-8)
								"
"2264","
									Question : What is concept of Bad<U+0101>' (alteration in the divine will)? Why do people dispute over the Imamah of Imam Musa al-Kadhim (peace be upon him)?
								","
									Answer : There is no doubt that Bad<U+0101>' exists. Verses from the Holy Book prove it, such as: ìAllah effaces what He wills, and establishes (what He wills), and with Him is the source of ordinance.î (39:13) Aside from this, there are numerous narrations, which explain that Almighty Allahís knowledge does not change by the sequence of events. Some incidents might lead, as they happen based on their natural sequence, to a different result and its real destiny that Almighty Allah knows may not correspond to what one might imagine from preceding incidents. Bada' can take place for any incident, including the issue of the passing of Imamate. Almighty Allah limited this position to certain personalities. However, people could conclude from certain circumstances that a different person will fill this position. Because of his piety, Isma'il, the oldest son of Imam Jafar Al-Sadiq (peace be upon him), was seen by Shias to be the next Imam after his fatherís death, and for some of them it may have been something very obvious. But Almighty Allah knew that this will not happen, and thus Isma'il died during his fatherís lifetime, and the next Imam was Isma'il's brother, Musa al-Kadhim (peace be upon him).
								"
"2265","
									Question : Is it permissible for me to donate blood when knowing that it may go to non Muslims?
								","
									Answer : Yes, it is permissible.
								"
"2266","
									Question : I wanted to know if giving blood is prohibited. If not is it a good deed?
								","
									Answer : It is permissible to give blood and donate it. It is some sort of charity and an expression of high morality. It is a good deed if the said was intended.
								"
"2267","
									Question : What do Muslims think about cosmetics? What kind of cosmetics can they use?
								","
									Answer : There is no specific kind that is forbidden to use. However, it is unlawful for a woman to reveal her beauty in the presence of non-mahram men, except for the kohl applied on eyes and the ring on the finger.
								"
"2268","
									Question : Can a mature man wear short pants (up to his knees or a little above), in public?
								","
									Answer : It is permissible as it is not part of the private area that men must cover when they are in public, unless this causes humiliation or disgrace, in which it is impermissible.
								"
"2269","
									Question : I want to ask you a question about wearing the ring in the middle and index finger. Someone showed me a book in which there is a narration that wearing the ring in the index finger and the middle finger is prohibited. Is this the case?
								","
									Answer : There are some narrations that discourage the wearing of the ring on the middle finger and the index finger, but they are not authenticated narrations. Therefore, a religious law cannot be proven from them, in addition to the fact that the narrations can be taken to indicate dislike rather than prohibition.
								"
"2270","
									Question : If there is gold on a pen, can I carry it in my pocket and pray with it?
								","
									Answer : Yes, it is permissible to carry it, and carrying it during the prayer does not invalidate it.
								"
"2271","
									Question : If a man has a gold tooth, is his prayer valid?
								","
									Answer : It is permissible to have a gold tooth if it is not conventionally considered as beautification. If it is considered as beautification, then based on an obligatory precaution one should refrain from having one and the prayers with it is invalid.
								"
"2272","
									Question : Does Islam permit the bride to wear a white wedding dress on her wedding?
								","
									Answer : Yes, it is permissible to wear white clothes.
								"
"2273","
									Question : I am a new female convert and am wondering if it is permitted to wear clear nail polish and mascara. Also, am I permitted to wear color or am I only permitted to wear black.
								","
									Answer : It is not permissible for a woman to show her embellishment to non-Mahram men, other than applying kohl, wearing a ring or a bracelet. It is permissible to wear colored clothes.
								"
"2274","
									Question : I wear an aqiq (agate) ring. Should I wear it on my right hand or can I also wear it on my left hand? What if I have two rings?
								","
									Answer : It has been reported that wearing a ring in the right hand is recommended and it is not recommended to wear a ring in the left hand when one is not wearing any in the right hand. Yes, if one decided to wear more than one ring, then it is fine to wear a ring in the left hand.
								"
"2275","
									Question : Is it allowed in Islam for a woman to braid her hair with fake hair? Is it allowed to use human hair or animal hair like that of goats or camels?
								","
									Answer : Using both kinds of hair is permissible.
								"
"2276","
									Question : What is the clothes of ëShuhrahí?
								","
									Answer : It is a strange and unusual clothing that is not acceptable socially in a clear way for such a person to wear.
								"
"2277","
									Question : When is it appropriate to wear a ring in the left hand?
								","
									Answer : Wearing a ring on the left hand is disliked, unless one is also wearing a ring on his right hand.
								"
"2278","
									Question : Is it permissible to get my nose or lip pierced?
								","
									Answer : Based on an obligatory precaution, it is impermissible to cause a major harm to one's body. If this does not cause a severe harm then it is permissible. In any case, we advise you to refrain from doing such things, as it is an act of frivolity. If it encourages misguidance and deviation, then it becomes prohibited.
								"
"2279","
									Question : Is it permissible for a man to wear a tie?
								","
									Answer : Yes, it is permissible.
								"
"2280","
									Question : Is it recommended to trim the moustache or to completely shave it off?
								","
									Answer : Both acts are mentioned in the narrations from the Prophet and the Ahlulbait (peace be upon them), so doing either is good.
								"
"2281","
									Question : Is it permissible for males and females to pluck their eyebrows?
								","
									Answer : Lightening the eyebrows for the sake of beautifying is permissible for women. If it is to imitate women, then it is prohibited for men.
								"
"2282","
									Question : Is it a permissible for me to wear a turban (amamah) that is not white, but another like blue, grey, red or yellow?
								","
									Answer : It is permissible to do so unless it is not socially acceptable in a clear way for you to wear one with such color, or if the color of the turban is special for a particular linage, like the black-colored turban is specific to the descendants of Imam Ali (peace be upon him) ñ the Sayyids ñ as in some countries wearing such black turbans by people who are not Sayyids is considered as deception and lying, so it is prohibited from this aspect.
								"
"2283","
									Question : If my tie is made of silk, is it permissible to wear it if it is worn over my shirt and not directly touching my body?
								","
									Answer : It is prohibited for men to wear if it is made from pure silk. Based on compulsory precaution, it should not be worn during the prayer; if it is worn in prayer, the prayer is invalid.
								"
"2284","
									Question : Is it permissible to use permanent artificial teeth?
								","
									Answer : Yes, it is permissible to have artificial teeth.
								"
"2285","
									Question : I have been told that the narrations regarding rings other than aqiq, such as feyroza, yaqoot etc. are weak. Is this true, and does that mean that wearing a ring other than aqiq has no benefit?
								","
									Answer : Wearing turquoise (feyroza) is confirmed in some narrations and whoever wears it does not face poverty; also, the same has been reported with respect to the ruby. We do not need to investigate the authenticity of such narrations, as these actions will be deemed ëmustahabbí (recommended) even if they are not authenticated. This is because Almighty Allah, as per authentic narrations, has promised to reward the deeds of the believers if they performed those deeds relying on such narrations, even if such narrations were not authenticated.
								"
"2286","
									Question : In the West, in many of the mosques all the people wear western clothing; would it be considered disliked to wear a jilbab and a turban to the mosque, even though it would draw attention and set you aside from all the other believers in the mosque?
								","
									Answer : It is permissible to wear the turban even if it leads to distinguishing the person who wears it from other believers.
								"
"2287","
									Question : Can a mature man wear short pants (up to his knees or a little above), in public?
								","
									Answer : It is permissible as it is not part of the private area that men must cover when they are in public, unless this causes humiliation or disgrace, in which it is impermissible.
								"
"2288","
									Question : Does Islam permit the bride to wear a white wedding dress on her wedding?
								","
									Answer : Yes, it is permissible to wear white clothes.
								"
"2289","
									Question : What is the clothes of ëShuhrahí?
								","
									Answer : It is a strange and unusual clothing that is not acceptable socially in a clear way for such a person to wear.
								"
"2290","
									Question : Is it permissible for a man to wear a tie?
								","
									Answer : Yes, it is permissible.
								"
"2291","
									Question : Is it recommended to trim the moustache or to completely shave it off?
								","
									Answer : Both acts are mentioned in the narrations from the Prophet and the Ahlulbait (peace be upon them), so doing either is good.
								"
"2292","
									Question : Is it a permissible for me to wear a turban (amamah) that is not white, but another like blue, grey, red or yellow?
								","
									Answer : It is permissible to do so unless it is not socially acceptable in a clear way for you to wear one with such color, or if the color of the turban is special for a particular linage, like the black-colored turban is specific to the descendants of Imam Ali (peace be upon him) ñ the Sayyids ñ as in some countries wearing such black turbans by people who are not Sayyids is considered as deception and lying, so it is prohibited from this aspect.
								"
"2293","
									Question : In the West, in many of the mosques all the people wear western clothing; would it be considered disliked to wear a jilbab and a turban to the mosque, even though it would draw attention and set you aside from all the other believers in the mosque?
								","
									Answer : It is permissible to wear the turban even if it leads to distinguishing the person who wears it from other believers.
								"
"2294","
									Question : Are Muslims allowed to wear leather jackets or belts that are not made by Muslims?
								","
									Answer : It is permissible to wear it except in prayers. It is considered to be Najis so one should purify whatever it touches with dampness, like if one touches it with wet hands.
								"
"2295","
									Question : What is the opinion of His Eminence on the shortening of trousers to the ankles?
								","
									Answer : It is permissible for men to do so.
								"
"2296","
									Question : Is it permissible for Shias to wear red clothes if they live in Iraq or Iran?
								","
									Answer : It is permissible to wear red clothes, but it could be in some cases unfamiliar to the society, so whoever wears red clothes could subject himself to embarrassment or humiliation.
								"
"2297","
									Question : Is it permissible to wear shoes made from natural leather?
								","
									Answer : It is permissible to wear such shoes, but it is considered najis if they were bought in a non-Muslim country and if one doesnít know whether the leather was from an animal that was slaughtered according to the Sharia.
								"
"2298","
									Question : Can I wear a T-shirt of my cityís football team which advertises a well-known beer company?
								","
									Answer : If this promotes beer, then it is not permissible to wear it.
								"
"2299","
									Question : Is there any religious prohibition in wearing black shoes?
								","
									Answer : It is not prohibited to wear black shoes.
								"
"2300","
									Question : I want to ask you a question about wearing the ring in the middle and index finger. Someone showed me a book in which there is a narration that wearing the ring in the index finger and the middle finger is prohibited. Is this the case?
								","
									Answer : There are some narrations that discourage the wearing of the ring on the middle finger and the index finger, but they are not authenticated narrations. Therefore, a religious law cannot be proven from them, in addition to the fact that the narrations can be taken to indicate dislike rather than prohibition.
								"
"2301","
									Question : I wear an aqiq (agate) ring. Should I wear it on my right hand or can I also wear it on my left hand? What if I have two rings?
								","
									Answer : It has been reported that wearing a ring in the right hand is recommended and it is not recommended to wear a ring in the left hand when one is not wearing any in the right hand. Yes, if one decided to wear more than one ring, then it is fine to wear a ring in the left hand.
								"
"2302","
									Question : When is it appropriate to wear a ring in the left hand?
								","
									Answer : Wearing a ring on the left hand is disliked, unless one is also wearing a ring on his right hand.
								"
"2303","
									Question : I have been told that the narrations regarding rings other than aqiq, such as feyroza, yaqoot etc. are weak. Is this true, and does that mean that wearing a ring other than aqiq has no benefit?
								","
									Answer : Wearing turquoise (feyroza) is confirmed in some narrations and whoever wears it does not face poverty; also, the same has been reported with respect to the ruby. We do not need to investigate the authenticity of such narrations, as these actions will be deemed ëmustahabbí (recommended) even if they are not authenticated. This is because Almighty Allah, as per authentic narrations, has promised to reward the deeds of the believers if they performed those deeds relying on such narrations, even if such narrations were not authenticated.
								"
"2304","
									Question : Is it permissible to wear more than one ring containing different stones in one hand?
								","
									Answer : Yes, it is permissible.
								"
"2305","
									Question : I have a ring which has the names of the Ahlulbait (peace be upon them) inscribed on the top of the stone. This means that I have to take care of not allowing najasah to touch it, and I should not touch it without wudh<U+016B>, and I have to take it off whenever I enter the toilet. It is not always possible to remove my ring. What do you suggest?
								","
									Answer : We advise you to have a ring that does not have any holy name written on it, which you are free to wear in any place, and wear the mentioned ring with the holy names written on it when you are praying.
								"
"2306","
									Question : What do Muslims think about cosmetics? What kind of cosmetics can they use?
								","
									Answer : There is no specific kind that is forbidden to use. However, it is unlawful for a woman to reveal her beauty in the presence of non-mahram men, except for the kohl applied on eyes and the ring on the finger.
								"
"2307","
									Question : I am a new female convert and am wondering if it is permitted to wear clear nail polish and mascara. Also, am I permitted to wear color or am I only permitted to wear black.
								","
									Answer : It is not permissible for a woman to show her embellishment to non-Mahram men, other than applying kohl, wearing a ring or a bracelet. It is permissible to wear colored clothes.
								"
"2308","
									Question : Is it allowed in Islam for a woman to braid her hair with fake hair? Is it allowed to use human hair or animal hair like that of goats or camels?
								","
									Answer : Using both kinds of hair is permissible.
								"
"2309","
									Question : Is it permissible to get my nose or lip pierced?
								","
									Answer : Based on an obligatory precaution, it is impermissible to cause a major harm to one's body. If this does not cause a severe harm then it is permissible. In any case, we advise you to refrain from doing such things, as it is an act of frivolity. If it encourages misguidance and deviation, then it becomes prohibited.
								"
"2310","
									Question : Is it permissible for males and females to pluck their eyebrows?
								","
									Answer : Lightening the eyebrows for the sake of beautifying is permissible for women. If it is to imitate women, then it is prohibited for men.
								"
"2311","
									Question : Is it permissible to use permanent artificial teeth?
								","
									Answer : Yes, it is permissible to have artificial teeth.
								"
"2312","
									Question : What is the ruling on the use of GMO (Genetically Modified Organisms) in agricultural and meat sources in Halal cosmetics and personal care products?
								","
									Answer : It is permissible to use them, unless it involves a major harm on one's health, in which case one must refrain from using them based on an obligatory precaution.
								"
"2313","
									Question : A woman wishes to work for a TV channel as an anchor or the like, and she will be required to apply makeup; is she allowed to do so?
								","
									Answer : It is not permissible for women to expose her face while having make-up in the presence of non-Mahram men in the mentioned case and in all cases.
								"
"2314","
									Question : Am I allowed to apply perfume when I go outside?
								","
									Answer : A woman is not allowed to apply perfume that can be smelled by non-mahram men.
								"
"2315","
									Question : What is your ruling about using perfume which contains alcohol?
								","
									Answer : It is permissible to use it, but it is najis if the alcohol in it is the type that can causes intoxication. When a person or his clothes comes in contact with a najis alcohol through application of perfume or otherwise, he must purify himself or his clothing before performing prayers and Tawaaf.
								"
"2316","
									Question : Is it allowed to put on some basic make-up on, that includes just the foundation and lipstick, as is common in our society amongst women?
								","
									Answer : It is prohibited to do so even if it is commonly used by society. It is unlawful for a woman to reveal her beauty in the presence of non-mahram men, except for the kohl applied on eyes and the ring on the finger.
								"
"2317","
									Question : If my tie is made of silk, is it permissible to wear it if it is worn over my shirt and not directly touching my body?
								","
									Answer : It is prohibited for men to wear if it is made from pure silk. Based on compulsory precaution, it should not be worn during the prayer; if it is worn in prayer, the prayer is invalid.
								"
"2318","
									Question : Is it permissible for me (as a man) to wear silk?
								","
									Answer : It is not permissible for a man to wear natural silk.
								"
"2319","
									Question : If there is gold on a pen, can I carry it in my pocket and pray with it?
								","
									Answer : Yes, it is permissible to carry it, and carrying it during the prayer does not invalidate it.
								"
"2320","
									Question : If a man has a gold tooth, is his prayer valid?
								","
									Answer : It is permissible to have a gold tooth if it is not conventionally considered as beautification. If it is considered as beautification, then based on an obligatory precaution one should refrain from having one and the prayers with it is invalid.
								"
"2321","
									Question : I want to ask you, how many grams of gold can a female wear on her body? Or is it unlimited?
								","
									Answer : There is no religious limit for the weight of gold that a woman can wear.
								"
"2322","
									Question : A lot of Islamic books and software have copyrights on them. What is the Islamic view of copyrights? If I photocopy a book or duplicate a CD with a copyright am I doing a sin?
								","
									Answer : You are not obligated to implement this condition.
								"
"2323","
									Question : Can I use cracked CD software?
								","
									Answer : Yes, you can.
								"
"2324","
									Question : I am a male in my mid-thirties and have recently reverted to Islam, although my family has not. I have been with my partner for 15 years and have three children together, but we have never married. Is this seen as prohibited by Almighty Allah?
								","
									Answer : There must be a marital relation between you two. Without marriage, sexual relationship with her is prohibited."
"2325","
									Question : I feel that some people have distanced themselves from me after they came to know that I am prostrating on a Turbah after becoming Shia. Is it obligatory to use the Turbah in prostration?
								","
									Answer : It is a condition in the validity of the prayer to prostrate on earth and what grows from it if it was not used for human consumption or in clothing. It is better to prostrate on the Turbah. We advise you to openly express and explain your faith if you do not fear for yourself. Most importantly, try to deal with those who do not believe in your faith with goodness and avoid any aggravation.
								"
"2326","
									Question : What is your ruling on apostates who convert from Islam to another religion? In your expert opinion, is there a punishment? If so, what is it?
								","
									Answer : There is no doubt that they deserve a very high punishment in the Hereafter. Almighty Allah said: ‚ÄúAs for those who disbelieve, their patrons are false deities. They bring them out of light into darkness. Such are rightful owners of the Fire. They will abide therein.‚Ä<U+009D> (2:257)
The punishment in this life is not our duty.
								"
"2327","
									Question : My name is ___ Cruz. My Muslim name is Muhammad Asad. If i wanted to change my name to my Muslim name should I change my last name? I know we should not change our family names but my last name is a Christian name Cruz means \""dweller near a cross. Cruz means cross, referring to the cross of the Crucifixion of Christ\"" so should I change my name to Asad or leave it alone.
								","
									Answer : It is not obligatory to change the last or even the first name and changing 
the names is done in order to merge with Muslims"
"2328","
									Question : I am 27 i converted to Islam 5 years ago I am very interested in becoming Shia and following a truly qualified scholar as I have been battling in my heart if I should be Sunni or Shia. I will ask u one at a time to remove any confusion. My question is about the videos I see of people beating themselves with whips and swords sometimes until they bleed. Is this practice from the fiqh of shia or is this practice something innovated by a small group of people who are following their own desires instead of any real authority in al Islam?
								","
									Answer : 1.	Thank you for contacting us and we emphasize on our interest in submitting what can be to serve the truth and reality. We want to draw your attention to an important issue in your journey to seek the truth and pick the right path which is that you should search for the evidences that each side claim to prove the correctness of its view. So you should search for what the shia give as a proof to the obligation to follow the Ahlulbyte after the death of the prophet and do not look for the details at the present stage. If their argument were proven to you then you can look for explanations to their practices if you were convinced with them, you can practice them as well otherwise you can refuse to practice them. If you were to start searching for the explanations to the details of the practices then this might confuse you more.
2.	The thing that the imams of the Ahlulbyte emphasized on is the mourning and expressing pain and passion because of the oppression that the Ahlulbyte undertook, the disasters and the pains that they faced. The course of practice that devotee chose to express the mentioned obligation is entirely personal. Some express their feelings towards Imam Hussein (Peace be upon him) and his companions and his household by crying, expressing their sadness and wearing black clothes. Others do so by slapping their chests. Some others use bleeding as a way to express they sympathy with the imam and his household and companions as they were killed and stabbed with spears, swards and arrows."
"2329","
									Question : I am western and converted to Islam, my parents are not Muslims, and I am of illegitimate birth. Can I lead a congregational prayer?
								","
									Answer : If the sexual relations that lead to having a baby was based on a form of marriage - even if it was not Islamic, the child born from such a marriage will be considered to be from legitimate birth, and it is permissible for such a person to lead the congregational prayer. If the aforementioned relation of the parents was not based on such a marriage, then the child is not considered from legitimate birth and cannot lead the prayers.
								"
"2330","
									Question : If a Christian woman converts to Islam and her husband does not, how long is her iddah? What if they both convert to Islam together?
								","
									Answer : If the wife and the husband embraced Islam together, the marriage remains valid.If the wife embraced Islam before consummating the marriage but the husband did not, then the marriage contract is void. If she converted to Islam after consummating the marriage, then she should wait for the duration of the iddah. If the husband converts to Islam during the iddah period, then the marriage remains valid. If he did not convert at all, or he converted after the completion of the duration of iddah, then the marriage contract is void.The iddah in such a case is the same as the iddah of divorce, which is the period until she sees the beginning of her third menses.
								"
"2331","
									Question : In some countries, music is part of their culture and arts which includes dancing. As such, is dancing permissible?","
									Answer : It is not permissible for the woman to dance in the presence of men. It is permissible for her to do so in the presence of women if it is not associated with music, and based on obligatory precaution it is not permissible for her to dance if such dancing is based on musical rhythms.
								"
"2332","
									Question : I just wanted to know if dancing is haram. I know that its haram to dance in weddings and in front of others and you have to be married to dance and that is only in front of your husband, but what if you are not married, is it completely that you are not allowed to dance at all?
								","
									Answer : Dancing is not prohibited by itself. If it was associated with a prohibition like sexual excitement to other than the husband then it is prohibited. If it is based on musical rhythm then it is unlawful based on compulsory precaution.
								"
"2333","
									Question : Is it allowed for a woman to dance with music in front of her husband?
								","
									Answer : It is permissible without music.
								"
"2334","
									Question : Is it obligatory to pray Eid Prayer?
								","
									Answer : Eid prayer is not obligatory in our time but recommended.
								"
"2335","
									Question : Is it allowed for an imam of congregational prayers to offer Eid prayer in more than one place or in the same place more than once?","
									Answer : It is permissible to do so with the hope that it is desired by Almighty High."
"2336","
									Question : What is our position in respect to the slaughtering of the animal on Eid-ul-Adha? Is it obligatory?
								","
									Answer : It is recommended to undertake the sacrifice of Eid-ul-Adha in the Islamic faith as it is part of the Sunnah of the Prophet (peace be upon him and his holy progeny).
								"
"2337","
									Question : Is it recommended for me to offer the sacrifice of animal on the occasion of Eid-ul-Adha? I can afford to offer a sacrifice but would prefer to give charity to people in need instead.
								","
									Answer : Sacrificing an animal such as a camel or cow is recommended, and one can do so on behalf of anybody deceased or living. Giving charity to needy people instead does not replace this recommended Sunnah of the Prophet (peace be upon him and his holy progeny), but one can undertake the sacrifice and give the meat to the needy people."
"2338","
									Question : If the horn of the sacrificial animal is broken, can we sacrifice it on Eid al-Adha for the pleasure of God?
								","
									Answer : It is sufficient to use an animal with broken horn as a sacrifice of Eid al-Adha, although choosing one with a non-broken horn is better.
								"
"2339","
									Question : In non-Muslim countries they celebrate New Yearís Eve, Is it allowed to celebrate it like the others?
								","
									Answer : Such actions are permissible unless they result in propagation of misguidance or it strengthens it, in which case it becomes prohibited.
								"
"2340","
									Question : Is it permissible to greet a person on his birthday? And is it permissible to celebrate a person's birthday by cutting cakes and organizing parties?
								","
									Answer : It is permissible, but it is best to avoid non-Islamic celebrations.
								"
"2341","
									Question : May a person celebrate his or somebody else's birthday?
								","
									Answer : Yes, it is permissible, provided that this does not involve another prohibition.
								"
"2342","
									Question : What conditions are there for the sacrificial animal which must be slaughtered during Eid al-Adha? If the animal is damaged or injured, will it suffice?
								","
									Answer : The sacrifice of a damaged animal will not suffice for Eid-ul-Adha.
								"
"2343","
									Question : Is there any truth in what has been reported of the lofty position of the Day of Nawr<U+00C5>´z and the great reward that could be reaped for engaging in acts of worship on that day? Is it permissible to engage in these acts of worship as really desired in Islam?
								","
									Answer : Some narrations are reported that state some recommended acts on this day but their chains of narrators are weak, so one cannot depend on them to derive the said recommendations. At the same time, it is difficult to determine the day from the narration, so it could correspond to the day of Nawruz known in our times or not.
								"
"2344","
									Question : Is it permissible to celebrate ""April Fools‚Äô Day""?
								","
									Answer : It is impermissible to lie. It is permissible to joke with friends on this particular day or any other days provided that it is not associated with other prohibitions like causing harm to others or humiliating others or the like."
"2345","
									Question : Is it permissible to sacrifice the animal on the first day of Eid ul-Adhha before the prayer of Eid ul-Adhha, and then pray.
								","
									Answer : It is permissible to do so but it is better to sacrifice the animal after the Eid prayer if it was offered.
								"
"2346","
									Question : I want to know the Islamic background of Eid-e-Nawrouz. Is it an Islamic festival? ","
									Answer : Nawrouz is a national festival for Persians and other nations like Turks and Kurds. The said nations are still celebrating it as a festival connected to their cultures even after they embraced Islam.
								"
"2347","
									Question : Can we offer the prayer of Eid-ul-Ghadeer in congregation?
								","
									Answer : No, it is not offered in congregational."
"2348","
									Question : Can we celebrate Christmas and New Year? What about giving gifts to your Christian colleagues/workers/teachers on the occasion of Christmas, and wishing ëHappy New Yearí to Muslims and Christians?
								","
									Answer : Prophet Mohammed (peace be upon him and his progeny) is the final prophet, and his message is the last divine message. Practices of other religions are not recognized by the Islamic Sharia. However, Islam emphasizes on cohabitation with followers of other religions. It is permissible to do what makes such co-existence without considering such acts a part of the Sharia, as long as it does not involve any forbidden act.
								"
"2349","
									Question : There is a tournament online using a games console where the winner wins a money prize. Is this gambling?
								","
									Answer : If the participant pays the money and remains as its owner and the monies are accumulated with a condition that some of it or all of it is to be given to the winner in the draw, then this is gambling and it is prohibited to participate in it.
								"
"2350","
									Question : Can a Muslim play cards in a way that no lying and gambling takes place? 
								","
									Answer : No, it is not permissible.
								"
"2351","
									Question : Is it allowed to play online games like ""pool"" with opponents, without any bets or gambling?","
									Answer : It is permissible.
								"
"2352","
									Question : What is the ruling of playing video games? If the believer knows that even when playing during spare time (when not working and already doing the Islamic obligations daily), are the allowed to play as a spare time hobby?
								","
									Answer : It is permissible unless the opponent is the computer in a prohibited game like chess or Cards then it is not permissible based on compulsory precaution."
"2353","
									Question : Is every single type of gambling haram?
								","
									Answer : It is prohibited to play any game that was invented to gain money and has a winner and a loser.
								"
"2354","
									Question : What are games that one is not permitted to play?
								","
									Answer : It is prohibited to play any game that is based on competition and was invented to gain money like playing cards or chess even if such playing was without betting.
								"
"2355","
									Question : Can I sit at a table with those who are playing cards, dominoes and chess on it?
								","
									Answer : It is prohibited to watch the chess players while they are playing. It is permissible to watch the players of other gambling games, unless this leads to encouraging these games or similar prohibitions.
								"
"2356","
									Question : Is playing in a sports tournament allowed, in which each team or participant pays an entry fee, and there are prizes for winners and runners-up?
								","
									Answer : If there is an agreement between the competitors that each one of them pays an entry fee, in addition to a condition that the winner will receive a prize, then this agreement is prohibited. If the agreement was to pay a specific amount of money to the organizing committee for participating in the tournament, and the organizing committee has control over the collected monies in managing the game, without putting a condition that obligates the committee to give a prize to the winner(s), but the committee gives the prize as a gift without any obligation, then the agreement in this form is permissible.
								"
"2357","
									Question : I always cover my hair and sometimes my neck gets exposed; is it haram or not?
								","
									Answer : It is obligatory to cover the neck in the presence of non-Mahram.
								"
"2358","
									Question : A lot of women in the Western countries deny the obligation of hijab. They say that in modern life hijab isn't necessary because the rest of society is not wearing it. 1. What is the status of hijab in Islam? 2. Is hijab obligatory or recommended? 3. In which context are women allowed to stop wearing hijab?
								","
									Answer : Hijab is mandatory for a woman and she cannot leave it after reaching the age of bulugh ñ which is completing the age of nine lunar years. She must continue to wear it until she reaches an age at which she is not conventionally expected to marry. Hijab is a religious obligation that does not change because of time and place. The laws of the Islamic religion are from God and they last until the Day of Judgment.
								"
"2359","
									Question : Is it permissible for a woman to wear a necklace without the intention of arousing the opposite gender?
								","
									Answer : It is prohibited for a woman to expose her embellishment to non-Mahram men except for applying kohl, wearing a ring and a bracelet, whether she has the mentioned intention or not.
								"
"2360","
									Question : Should the chin be covered while wearing hijab or can it be exposed just like the rest of the face?
								","
									Answer : It is unlawful for women to uncover the part under the chin in the presence of non-Mahram.
								"
"2361","
									Question : What kind of hijab clothing is suitable for women and what kinds are not? What colors are suitable?
								","
									Answer : A woman is urged to pay great attention to her virtue and not be looked at by men in a desirable way. This is the factor to be observed in hijab.
								"
"2362","
									Question : Can a Muslim woman donate her hair to a child cancer patient that will use the hair as a wig? Is it not prohibited because non-mahram people are going to see it?
								","
									Answer : It is permissible to donate her hair. It is prohibited for the woman to uncover her hair in the presence of non-mahram men if the hair is attached to her and not when it is cut.
								"
"2363","
									Question : I am a 13-year-old female. Do I have to wear socks when I go outside?
								","
									Answer : Yes, covering the feet in the presence of non-Mahram is obligatory based on compulsory precaution.
								"
"2364","
									Question : Is it permissible for a woman not to observe the headscarf in situations where she is ridiculed by society, given uncomfortable glances, and risks losing her job because of the dress restrictions at the job?
								","
									Answer : She should observe her religion, continue to wear hijab, ignore the said glances and not pay attention to such discomforts. She is rewarded for such tolerance and patience in the way of guarding her religion. Losing the job is not an excuse to abstain from wearing the hijab. Almighty Allah said: ìAnd whosoever keeps his duty to Allah, Allah will appoint a way out for him.î (65:2-3).
								"
"2365","
									Question : Under what circumstances does the face veil [niqab] become obligatory?
								","
									Answer : A woman is not obligated to cover her face. However, she is not permitted to display her facial adornment except for the kohl.
								"
"2366","
									Question : What is the Islamic position concerning a woman uploading photos of herself with proper hijab online?
								","
									Answer : It is permissible to do so if it does not involve another prohibited act.
								"
"2367","
									Question : Is it allowed in Islam for a woman to braid another womanís hair with fake hair, knowing that whoever has this fake hair on her head does not wear the hijab?
								","
									Answer : Yes, it is permissible.
								"
"2368","
									Question : Is wearing the niqab recommended?
								","
									Answer : It is not obligatory to cover the face and the hands. It is preferred to do so as it is a form of chastity.
								"
"2369","
									Question : Is it permissible for my wife to wear a dress that only reaches the knees, in the presence of Muslim women only, like in a ladies-only marriage ceremony?
								","
									Answer : Yes, it is permissible.
								"
"2370","
									Question : In hijab, can you put your hair up in a ponytail and put the scarf on top of it?
								","
									Answer : As long as the hair is covered in the presence of non-Mahram, it is permissible.
								"
"2371","
									Question : In Sura al-Nour when Allah said: ìAs for women past child-bearing, who have no hope of marriage, it is no sin for them if they discard their (outer) clothing in such a way as not to show adornment. But to refrain is better for them. Allah is Hearer, Knower.î (24:60) According to this verse, old women need not wear hijab; is this correct?
								","
									Answer : Yes, it is correct.
								"
